date,XLV,XLF,IYT,XLI,XLE,RWR,XLK,XLP,XLY,XLU,XLB
20040102,0.0023190336713990733,-0.0014229813856131415,0.00851068966790861,-0.0007476635862307318,-0.00036304229841473064,-0.0032098462760762063,0.0048947723767284275,-0.012009382211230792,-0.008611120025647217,-0.002575108719138143,-0.004882638808199751
20040105,0.004621995682835749,0.008154627709366792,-0.0027672741577818545,0.00967629433053199,0.019061897073282316,-0.001340415705373106,0.02412080279684408,0.006484506279260935,0.008611120025647283,0.0017174757334654323,0.020127403277422254
20040106,0.0029600416284769468,-0.00035316970171079626,0.0031356661310030396,-0.0014825799602227248,-0.0010693282074018102,0.0036151206401737364,0.009015482178622788,0.002305742317356011,0.0038034911145930074,-0.0021473059571472703,-0.008895536790563803
20040107,0.00622035071648449,0.0007062147186169379,-0.0033204236373024112,0.0014825799602226743,-0.010396221973945782,-0.006099827875438799,0.004712544065372007,-0.004154171679138194,0.004419199111174383,0.005145808953403953,-0.005225842426646547
20040108,-0.004251846143812199,0.0035236118204832693,-0.002404959072391602,0.006276557433927467,0.0028787353453558645,0.0005377428374524751,0.019553695626637377,-0.0013885676843463203,-0.003154576748515544,-0.0004278074931556985,0.011164983863607923
20040109,-0.006246937954407406,-0.003523611820483298,-0.007436360723436656,-0.009987136830463105,0.005017931676068978,0.003488297627218517,-0.01346040281097739,-0.007438435041230335,-0.004115883600506823,-0.0034290646545170546,-0.01754758484410494
20040112,-0.0016504377405436375,0.004226846729914834,0.0065098342048248515,0.003340140422119864,0.0028561247548371167,-0.0028165254670636237,0.015302872240532544,0.00465550189078601,-0.0022232818432289005,-0.00042946103301241606,-0.001885014695771335
20040113,-0.004303929835277895,-0.0049330614485317255,-0.0011129661694206081,-0.004083911374964419,0.0003564427056094565,0.0026156079430310103,-0.014368729248735496,-0.0013943762426546146,-0.0015910902322418517,-0.004736284418952219,-0.012913206403178525
20040114,0.005624497871362251,0.007741066101600478,0.006106041730083473,0.013671005454304266,-0.0024977711469527687,0.008204695327267851,0.012065111551842709,0.0037140246963713874,0.007930255675977564,0.012012156448003434,0.004196077108450419
20040115,0.002635915858990041,0.008377012338047864,-0.00480770156810312,0.001466813610993889,-0.016934290462219153,-0.0008640548460370176,0.004142698675010638,0.0009263548601308826,0.002839566508077739,-0.003417346341521692,-0.007642375752038135
20040116,0.002300740538314007,0.003123375782268155,0.005545300716425148,0.01851568597634435,0.009403324261054866,-0.00566755995041849,0.012779726646399021,-0.0004630701634033685,0.0,-0.0017130625174280895,-0.0003836562487113583
20040120,-0.0032883949395866633,-0.0013869627743487095,-0.009445389233223684,-0.012305620356766337,0.024885749217577274,-0.002678341161799227,0.0022650066308520615,-0.003247509233132333,-0.007272759329079697,0.007260335116774856,0.003829954892299022
20040121,0.016658885986638765,0.01480998310648938,0.01422656788884431,0.006895327628518768,0.005951356616973437,-0.00046936930310014456,-0.00772204609391039,0.004173435225210829,0.012301054021615581,0.017296360320120076,0.0007642338927558957
20040122,0.001941748182910384,0.0,0.010947016818954448,-0.004712714903200824,-0.0048985402361678325,0.0044841623845009405,-0.009622067364062207,-0.003244498790552168,0.007806440892829492,0.0037570488777123423,-0.01036676590773526
20040123,-0.004861458286245089,-0.004797815920333648,-0.004182204477514108,-0.003640338930974531,0.008730629928265248,0.0071199020831437644,-0.0032280406172357995,0.008321823337492278,-0.003115267316949423,-0.008788506033079348,-0.0194861972419459
20040126,0.012590965368512466,0.013647431197316312,-0.005115100666770489,0.01268362718453973,0.005893586135197695,0.010880716305113338,0.018307147444356325,0.00962206736406225,0.0018703247347436535,-0.005902209376924315,0.009400774284705668
20040127,-0.006437099794134341,-0.006800434232047127,-0.006062294675545879,-0.009770296646182598,-0.002076125313199948,0.01167157029641607,-0.01553961800265455,-0.005028582024871997,-0.006875027079456282,-0.0033883979899021776,-0.002732775466081943
20040128,-0.008756339391959994,-0.017900650098716497,-0.02122984761246161,-0.01575990104631583,-0.014303401013137445,0.0001944579616861553,-0.01672124421556689,-0.010133665714805428,-0.02412049656844946,0.0038111416022010023,-0.00824342253950604
20040129,0.014551590640310686,0.008301673412454072,0.0009406453520217481,0.00036934441786434113,-0.0007029877266661179,-0.001556658599240846,-0.005165543300895571,0.01379332213233577,0.006404120510583568,0.00799835878410956,-0.006326632411362025
20040130,-0.005472410244739536,0.0006887052613816541,-0.029773191524406006,-0.0018480877557178576,-0.009539023046758835,0.009882843735951058,0.0004706989966879232,-0.00549451931764059,-0.0006385696257860324,-0.0016785568355788844,0.011829790953891658
20040202,0.012828912316163992,0.00583492302463321,-0.005828654543032027,-0.0018515095087464734,0.005663731954143854,0.009722540136669037,0.0,0.004123717183862156,-0.0028786202510283727,-0.005897236972878714,-0.0047151364371329964
20040203,0.0063532615226094425,0.0010261673553121748,-0.0058628270337703165,-0.003713335124661123,-0.0038903674177571913,0.001907663535602073,0.0014107691030178912,0.005017114286798748,-0.005460106707798186,0.008832864998508664,-0.005529239995218247
20040204,0.0031615581187292123,-0.008238975544552845,-0.013616391925396817,-0.004848042312933251,-0.007112405515807017,-0.018596176113099154,-0.024739606175755758,0.00589704589387948,-0.0012890752671301355,-0.016466489853579958,-0.006755439956649003
20040205,-0.005063301956546762,-0.0003447681468386594,0.005942965193549172,0.00930239266231341,-0.008962239590152795,0.002908387895957002,0.0014440435722336239,0.0063120137428942635,0.00770964307005291,-0.005977814555915033,0.012284679951867248
